id_mun;f10;f11;f198;f199;f200;f13;f14;f318;f320;f321;f167;f27;f28;f29;f171;f69;f72;f73;f378;f379;f377;f291;f225;f284;f227;f286;f308;f250;f119;f122;mun
250019;11532.0;2774.0;191.0;19130.9;114.8;0.0;0.0;99.0;84.0;183.0;18.0;121.0;35.0;9.0;183.0;149.0;9.0;25.0;44.0;35.0;79.0;35.0;28.0;0.0;0.0;28.0;10.1;62.0;28.0;90.0;Abella de la Conca
080018;23956.0;5349.0;7309.0;76073.2;562.9;0.0;94.0;6325.0;6213.0;12538.0;2236.0;8365.0;1729.0;208.0;12538.0;8611.0;2625.0;1302.0;3057.0;2519.0;5576.0;638.0;2817.0;2928.0;1030.0;6775.0;650.3;4450.0;503.0;5222.0;Abrera
250024;15089.0;4259.0;1232.0;30974.0;139.4;0.0;2.0;314.0;266.0;580.0;51.0;355.0;127.0;47.0;580.0;462.0;46.0;72.0;154.0;116.0;270.0;78.0;146.0;0.0;0.0;146.0;15.5;259.0;;713.0;Àger
250030;19767.0;5074.0;4388.0;44532.4;387.4;0.0;3.0;2710.0;2701.0;5411.0;837.0;3485.0;829.0;260.0;5411.0;3924.0;482.0;1005.0;1357.0;984.0;2341.0;489.0;1026.0;636.0;0.0;1662.0;256.8;2040.0;;2829.0;Agramunt
080023;20527.0;6078.0;79.0;54835.4;279.7;0.0;0.0;148.0;134.0;282.0;54.0;177.0;41.0;10.0;282.0;262.0;11.0;9.0;73.0;57.0;130.0;34.0;20.0;0.0;0.0;20.0;11.9;163.0;;163.0;Aguilar de Segarra
170010;24994.0;7687.0;752.0;36949.5;258.6;0.0;1.0;431.0;432.0;863.0;135.0;545.0;135.0;48.0;863.0;617.0;87.0;159.0;195.0;172.0;367.0;73.0;124.0;0.0;0.0;124.0;35.2;324.0;146.0;514.0;Agullana
080142;22638.0;5495.0;1918.0;53413.5;464.7;0.0;2.0;1221.0;1291.0;2512.0;322.0;1625.0;439.0;126.0;2512.0;2022.0;299.0;191.0;594.0;513.0;1107.0;198.0;370.0;129.0;0.0;499.0;112.8;930.0;;1338.0;Aiguafreda
430017;19104.0;4662.0;1552.0;26355.0;218.7;0.0;0.0;483.0;447.0;930.0;127.0;582.0;184.0;37.0;930.0;714.0;121.0;95.0;201.0;159.0;360.0;115.0;67.0;61.0;0.0;128.0;70.3;355.0;380.0;854.0;Aiguamúrcia
170025;27407.0;7175.0;573.0;84914.5;560.4;0.0;1.0;385.0;380.0;765.0;139.0;511.0;104.0;11.0;765.0;662.0;62.0;41.0;196.0;173.0;369.0;115.0;943.0;455.0;0.0;1398.0;18.8;256.0;;269.0;Aiguaviva
250387;14731.0;4275.0;1432.0;35011.9;231.1;0.0;0.0;1338.0;1229.0;2567.0;403.0;1577.0;447.0;140.0;2567.0;1574.0;190.0;803.0;539.0;308.0;847.0;255.0;249.0;167.0;0.0;416.0;184.6;832.0;129.0;1069.0;Aitona
250045;19723.0;5278.0;752.0;38012.0;226.1;0.0;1.0;412.0;399.0;811.0;106.0;536.0;141.0;28.0;811.0;600.0;67.0;144.0;198.0;156.0;354.0;80.0;129.0;155.0;0.0;284.0;21.8;281.0;;419.0;Alamús, els
250058;20146.0;5981.0;464.0;31601.3;126.4;0.0;0.0;158.0;162.0;320.0;40.0;180.0;83.0;17.0;320.0;254.0;35.0;31.0;53.0;40.0;93.0;31.0;12.0;0.0;0.0;12.0;9.0;132.0;120.0;299.0;Alàs i Cerc
250061;12153.0;3227.0;365.0;28041.1;252.4;0.0;0.0;189.0;172.0;361.0;27.0;224.0;89.0;21.0;361.0;316.0;36.0;9.0;91.0;62.0;153.0;61.0;29.0;0.0;0.0;29.0;10.8;152.0;53.0;240.0;Albagés, l'
170031;18351.0;5163.0;193.0;40290.2;253.8;0.0;0.0;79.0;76.0;155.0;37.0;93.0;23.0;2.0;155.0;116.0;18.0;21.0;33.0;24.0;57.0;16.0;27.0;0.0;0.0;27.0;11.5;49.0;37.0;99.0;Albanyà
250077;17423.0;4094.0;1505.0;46779.4;201.2;0.0;1.0;1142.0;1094.0;2236.0;367.0;1595.0;221.0;53.0;2236.0;1544.0;179.0;513.0;539.0;419.0;958.0;170.0;122.0;136.0;0.0;258.0;92.6;816.0;;907.0;Albatàrrec
250083;17222.0;4279.0;1037.0;41176.5;226.5;0.0;0.0;848.0;713.0;1561.0;212.0;983.0;299.0;67.0;1561.0;1242.0;46.0;273.0;399.0;251.0;650.0;194.0;130.0;0.0;0.0;130.0;56.0;639.0;;1082.0;Albesa
250096;15906.0;4010.0;728.0;29783.0;208.5;0.0;6.0;378.0;366.0;744.0;101.0;415.0;183.0;45.0;744.0;648.0;47.0;49.0;153.0;120.0;273.0;68.0;88.0;0.0;0.0;88.0;31.5;313.0;97.0;490.0;Albi, l'
430022;17705.0;3976.0;1672.0;57703.9;438.0;0.0;0.0;1273.0;1195.0;2468.0;356.0;1630.0;429.0;53.0;2468.0;1781.0;450.0;237.0;510.0;430.0;940.0;154.0;177.0;0.0;0.0;177.0;196.4;899.0;617.0;1770.0;Albinyana
430038;24345.0;5957.0;318.0;80050.3;469.6;0.0;0.0;272.0;228.0;500.0;106.0;324.0;62.0;8.0;500.0;385.0;76.0;39.0;124.0;95.0;219.0;38.0;16.0;0.0;0.0;16.0;22.2;160.0;76.0;253.0;Albiol, l'
170046;23393.0;6527.0;739.0;60894.5;322.7;0.0;0.0;391.0;368.0;759.0;107.0;504.0;121.0;27.0;759.0;581.0;47.0;131.0;169.0;147.0;316.0;88.0;58.0;0.0;0.0;58.0;36.2;273.0;156.0;464.0;Albons
430043;15317.0;4397.0;12663.0;31509.3;272.2;0.0;8.0;4782.0;4652.0;9434.0;1307.0;6109.0;1648.0;370.0;9434.0;6544.0;970.0;1920.0;1809.0;1492.0;3301.0;864.0;851.0;240.0;0.0;1091.0;496.8;4084.0;2099.0;7363.0;Alcanar
250100;14408.0;3747.0;196.0;31867.3;127.5;0.0;0.0;121.0;117.0;238.0;32.0;142.0;50.0;14.0;238.0;227.0;6.0;5.0;57.0;44.0;101.0;36.0;12.0;0.0;0.0;12.0;8.4;89.0;28.0;136.0;Alcanó
250117;16312.0;3982.0;7889.0;31788.3;298.8;0.0;1.0;5096.0;4611.0;9707.0;1806.0;6725.0;964.0;212.0;9707.0;6054.0;766.0;2887.0;2521.0;1771.0;4292.0;834.0;1603.0;763.0;0.0;2366.0;685.7;3318.0;;4329.0;Alcarràs
250122;18807.0;4098.0;2519.0;35934.1;233.6;0.0;0.0;1805.0;1630.0;3435.0;600.0;2381.0;389.0;65.0;3435.0;2557.0;356.0;522.0;859.0;686.0;1545.0;236.0;756.0;254.0;0.0;1010.0;181.3;1224.0;222.0;1553.0;Alcoletge
430056;19932.0;4827.0;3372.0;68585.1;397.8;0.0;7.0;2555.0;2589.0;5144.0;865.0;3359.0;788.0;132.0;5144.0;3679.0;807.0;658.0;1175.0;956.0;2131.0;370.0;749.0;411.0;0.0;1160.0;343.5;1988.0;220.0;2479.0;Alcover
439044;15062.0;3824.0;4287.0;33497.3;201.0;0.0;0.0;2197.0;1950.0;4147.0;599.0;2646.0;716.0;186.0;4147.0;3092.0;249.0;806.0;988.0;691.0;1679.0;392.0;672.0;0.0;283.0;955.0;233.2;1631.0;111.0;1893.0;Aldea, l'
430069;15965.0;3928.0;743.0;24526.2;176.6;0.0;0.0;457.0;448.0;905.0;101.0;548.0;201.0;55.0;905.0;724.0;55.0;126.0;185.0;138.0;323.0;55.0;85.0;0.0;0.0;85.0;45.4;342.0;123.0;529.0;Aldover
430075;18647.0;4771.0;766.0;29228.5;204.6;0.0;0.0;458.0;435.0;893.0;132.0;608.0;121.0;32.0;893.0;701.0;73.0;119.0;211.0;174.0;385.0;69.0;28.0;0.0;0.0;28.0;45.2;352.0;231.0;637.0;Aleixar, l'
080039;38495.0;14253.0;5615.0;140485.8;883.6;0.0;8.0;4838.0;5066.0;9904.0;1588.0;6227.0;1753.0;336.0;9904.0;7362.0;1184.0;1358.0;2045.0;1976.0;4021.0;1188.0;1009.0;476.0;0.0;1485.0;292.7;3324.0;178.0;3872.0;Alella
430081;12637.0;4154.0;568.0;28137.3;211.0;0.0;0.0;201.0;175.0;376.0;33.0;228.0;90.0;25.0;376.0;311.0;31.0;34.0;86.0;53.0;139.0;45.0;27.0;0.0;0.0;27.0;23.3;161.0;43.0;234.0;Alfara de Carles
250138;15931.0;4254.0;2167.0;34738.8;236.2;0.0;0.0;1440.0;1325.0;2765.0;357.0;1741.0;536.0;131.0;2765.0;1878.0;576.0;311.0;543.0;379.0;922.0;227.0;351.0;100.0;0.0;451.0;241.8;1205.0;;1439.0;Alfarràs
250143;17202.0;4581.0;323.0;28040.2;224.3;0.0;0.0;159.0;138.0;297.0;36.0;181.0;61.0;19.0;297.0;270.0;12.0;15.0;89.0;46.0;135.0;54.0;89.0;0.0;0.0;89.0;9.2;124.0;41.0;196.0;Alfés
430094;18396.0;4383.0;1601.0;24807.6;243.1;0.0;2.0;919.0;864.0;1783.0;237.0;1197.0;278.0;71.0;1783.0;1393.0;232.0;158.0;443.0;326.0;769.0;122.0;178.0;0.0;0.0;178.0;117.6;707.0;309.0;1151.0;Alforja
250156;13868.0;3342.0;424.0;36110.8;234.7;0.0;0.0;219.0;185.0;404.0;38.0;217.0;115.0;34.0;404.0;344.0;27.0;33.0;96.0;56.0;152.0;53.0;136.0;0.0;0.0;136.0;14.7;175.0;48.0;285.0;Algerri
250169;18642.0;4570.0;2163.0;34361.5;206.2;0.0;3.0;1606.0;1423.0;3029.0;431.0;1960.0;507.0;131.0;3029.0;2186.0;300.0;543.0;734.0;475.0;1209.0;235.0;388.0;344.0;341.0;1073.0;145.7;1106.0;;1464.0;Alguaire
250175;14799.0;3265.0;509.0;27709.2;110.8;0.0;0.0;143.0;129.0;272.0;24.0;167.0;53.0;28.0;272.0;248.0;8.0;16.0;67.0;55.0;122.0;38.0;16.0;0.0;0.0;16.0;5.1;117.0;122.0;301.0;Alins
430108;19938.0;4896.0;391.0;47918.2;316.3;0.0;0.0;219.0;239.0;458.0;80.0;276.0;80.0;22.0;458.0;373.0;45.0;40.0;111.0;78.0;189.0;45.0;65.0;179.0;0.0;244.0;22.8;150.0;42.0;233.0;Alió
250194;18001.0;4983.0;4829.0;36647.3;285.8;0.0;0.0;3649.0;3177.0;6826.0;967.0;4521.0;1064.0;274.0;6826.0;4507.0;896.0;1423.0;1376.0;1115.0;2491.0;565.0;845.0;627.0;363.0;1835.0;241.8;2432.0;171.0;3100.0;Almacelles
250208;16580.0;3558.0;482.0;18002.1;72.0;0.0;1.0;170.0;135.0;305.0;12.0;178.0;99.0;16.0;305.0;255.0;22.0;28.0;74.0;34.0;108.0;34.0;18.0;0.0;0.0;18.0;4.8;152.0;112.0;328.0;Almatret
250215;17209.0;4464.0;2710.0;28229.5;189.1;0.0;1.0;1774.0;1583.0;3357.0;425.0;2138.0;637.0;157.0;3357.0;2529.0;381.0;447.0;741.0;551.0;1292.0;350.0;371.0;93.0;0.0;464.0;151.9;1284.0;;1895.0;Almenar
430115;30382.0;8562.0;809.0;66091.5;535.3;0.0;1.0;674.0;667.0;1341.0;180.0;961.0;165.0;35.0;1341.0;1129.0;139.0;73.0;330.0;289.0;619.0;152.0;44.0;0.0;0.0;44.0;54.1;480.0;;667.0;Almoster
250220;20834.0;4769.0;229.0;25262.0;151.6;0.0;0.0;79.0;53.0;132.0;8.0;76.0;38.0;10.0;132.0;103.0;11.0;18.0;32.0;18.0;50.0;8.0;21.0;0.0;0.0;21.0;3.4;64.0;65.0;161.0;Alòs de Balaguer
170062;22112.0;5905.0;5272.0;29585.0;263.3;0.0;7.0;823.0;770.0;1593.0;183.0;1172.0;204.0;34.0;1593.0;1169.0;170.0;254.0;468.0;380.0;848.0;189.0;420.0;0.0;0.0;420.0;60.4;768.0;2620.0;3608.0;Alp
080044;23504.0;5812.0;313.0;49492.0;339.0;0.0;0.0;137.0;124.0;261.0;31.0;183.0;37.0;10.0;261.0;234.0;5.0;22.0;74.0;51.0;125.0;28.0;26.0;0.0;0.0;26.0;8.3;122.0;117.0;250.0;Alpens
250236;27849.0;7870.0;3613.0;65635.2;424.7;0.0;9.0;3138.0;3128.0;6266.0;1141.0;4220.0;752.0;153.0;6266.0;5097.0;674.0;495.0;1526.0;1334.0;2860.0;617.0;556.0;345.0;0.0;901.0;183.8;2129.0;199.0;2600.0;Alpicat
250241;20769.0;5863.0;1374.0;43990.5;220.0;0.0;0.0;239.0;175.0;414.0;37.0;283.0;70.0;24.0;414.0;372.0;21.0;21.0;113.0;96.0;209.0;55.0;39.0;0.0;0.0;39.0;9.1;199.0;461.0;718.0;Alt Àneu
430120;29377.0;8852.0;2272.0;218582.7;1873.8;0.0;4.0;2579.0;2728.0;5307.0;917.0;3413.0;845.0;132.0;5307.0;3657.0;872.0;778.0;1137.0;1026.0;2163.0;424.0;580.0;103.0;0.0;683.0;255.2;1861.0;2131.0;4585.0;Altafulla
170078;21877.0;5250.0;1978.0;34647.1;301.4;0.0;0.0;1144.0;1188.0;2332.0;311.0;1453.0;464.0;104.0;2332.0;1903.0;184.0;245.0;516.0;456.0;972.0;136.0;283.0;0.0;1213.0;1496.0;98.3;949.0;181.0;1327.0;Amer
430136;18676.0;5180.0;11712.0;40294.7;354.6;0.0;10.0;3492.0;3374.0;6866.0;925.0;4272.0;1438.0;231.0;6866.0;4445.0;757.0;1664.0;1282.0;1038.0;2320.0;529.0;837.0;182.0;0.0;1019.0;408.1;2979.0;3729.0;7974.0;Ametlla de Mar, l'
080057;32737.0;10489.0;4501.0;113696.5;841.4;0.0;37.0;4358.0;4288.0;8646.0;1380.0;5964.0;1067.0;235.0;8646.0;6796.0;958.0;892.0;2132.0;1877.0;4009.0;1073.0;1531.0;704.0;0.0;2235.0;320.0;2726.0;452.0;3386.0;Ametlla del Vallès, l'
439060;19846.0;5172.0;6878.0;38189.9;312.2;0.0;3.0;1683.0;1594.0;3277.0;383.0;2024.0;746.0;124.0;3277.0;2079.0;322.0;876.0;666.0;535.0;1201.0;286.0;435.0;59.0;0.0;494.0;192.7;1422.0;1103.0;3631.0;Ampolla, l'
430141;16695.0;4476.0;18842.0;4589.6;393.3;0.0;11.0;10675.0;10440.0;21115.0;3435.0;13697.0;3305.0;678.0;21115.0;15457.0;1635.0;4023.0;4370.0;3516.0;7886.0;1657.0;3746.0;1747.0;1362.0;6855.0;1472.3;8170.0;328.0;10879.0;Amposta
170084;19984.0;4360.0;4147.0;40155.8;358.2;0.0;0.0;2817.0;2837.0;5654.0;953.0;3640.0;852.0;209.0;5654.0;3956.0;388.0;1310.0;1301.0;977.0;2278.0;376.0;653.0;51.0;376.0;1080.0;313.7;2152.0;;2524.0;Anglès
250273;18948.0;5489.0;1070.0;54827.1;274.1;0.0;2.0;689.0;676.0;1365.0;224.0;819.0;248.0;74.0;1365.0;1136.0;61.0;168.0;312.0;224.0;536.0;148.0;420.0;94.0;0.0;514.0;62.2;538.0;110.0;768.0;Anglesola
250292;15030.0;3974.0;1890.0;39894.7;267.3;0.0;1.0;1101.0;1025.0;2126.0;230.0;1330.0;431.0;135.0;2126.0;1753.0;77.0;296.0;507.0;361.0;868.0;245.0;261.0;0.0;0.0;261.0;85.1;956.0;150.0;1339.0;Arbeca
430167;19343.0;4404.0;3827.0;49228.9;427.3;0.0;0.0;2881.0;2728.0;5609.0;1031.0;3670.0;752.0;156.0;5609.0;3245.0;1034.0;1330.0;1278.0;844.0;2122.0;257.0;985.0;900.0;398.0;2283.0;451.5;1991.0;;2461.0;Arboç, l'
430154;18819.0;5361.0;155.0;22683.9;170.1;0.0;0.0;74.0;53.0;127.0;10.0;90.0;21.0;6.0;127.0;107.0;12.0;8.0;31.0;24.0;55.0;9.0;5.0;0.0;0.0;5.0;13.4;49.0;61.0;119.0;Arbolí
170097;19898.0;4996.0;5043.0;57738.6;420.9;0.0;4.0;3416.0;3192.0;6608.0;1080.0;4317.0;970.0;241.0;6608.0;4620.0;426.0;1562.0;1539.0;1045.0;2584.0;484.0;1040.0;680.0;0.0;1720.0;386.8;2503.0;260.0;3239.0;Arbúcies
080060;22906.0;6401.0;11561.0;70527.5;540.4;0.0;46.0;7761.0;8180.0;15941.0;2253.0;10225.0;2757.0;706.0;15941.0;11088.0;2188.0;2665.0;3224.0;2927.0;6151.0;1179.0;1825.0;777.0;0.0;2602.0;848.1;5995.0;1128.0;8475.0;Arenys de Mar
080076;22712.0;6233.0;6171.0;75096.4;533.2;0.0;11.0;4591.0;4530.0;9121.0;1434.0;6080.0;1351.0;256.0;9121.0;7274.0;944.0;903.0;2073.0;1884.0;3957.0;830.0;1172.0;190.0;0.0;1362.0;477.9;3192.0;242.0;4332.0;Arenys de Munt
170101;19247.0;5122.0;464.0;62137.9;310.7;0.0;0.0;207.0;189.0;396.0;41.0;267.0;72.0;16.0;396.0;328.0;32.0;36.0;93.0;79.0;172.0;54.0;190.0;176.0;0.0;366.0;23.6;173.0;47.0;253.0;Argelaguer
080082;18642.0;4353.0;232.0;31017.2;214.6;0.0;0.0;113.0;106.0;219.0;30.0;149.0;32.0;8.0;219.0;192.0;10.0;17.0;66.0;40.0;106.0;31.0;6.0;0.0;0.0;6.0;7.9;93.0;63.0;162.0;Argençola
430173;23331.0;6773.0;188.0;23883.0;131.4;0.0;0.0;66.0;51.0;117.0;3.0;80.0;25.0;9.0;117.0;101.0;12.0;4.0;41.0;13.0;54.0;8.0;7.0;0.0;0.0;7.0;4.0;64.0;42.0;132.0;Argentera, l'
080095;25476.0;7376.0;6548.0;109094.4;735.9;0.0;36.0;6197.0;6339.0;12536.0;1987.0;8287.0;1872.0;390.0;12536.0;9869.0;1713.0;954.0;2906.0;2502.0;5408.0;1231.0;1804.0;1220.0;328.0;3352.0;626.3;4102.0;549.0;5411.0;Argentona
170118;24263.0;6605.0;1011.0;40237.4;241.4;0.0;5.0;478.0;473.0;951.0;172.0;582.0;154.0;43.0;951.0;750.0;44.0;157.0;240.0;178.0;418.0;109.0;86.0;0.0;0.0;86.0;38.7;351.0;284.0;754.0;Armentera, l'
430189;14400.0;3817.0;635.0;27639.4;193.5;0.0;0.0;219.0;225.0;444.0;40.0;228.0;127.0;49.0;444.0;375.0;46.0;23.0;80.0;67.0;147.0;61.0;38.0;0.0;0.0;38.0;11.2;201.0;106.0;470.0;Arnes
250313;32882.0;11854.0;131.0;42427.5;237.6;0.0;0.0;39.0;21.0;60.0;4.0;48.0;6.0;2.0;60.0;52.0;4.0;4.0;21.0;10.0;31.0;5.0;;0.0;0.0;;0.2;37.0;16.0;55.0;Arres
250328;15207.0;2904.0;130.0;19376.9;96.9;0.0;0.0;46.0;35.0;81.0;14.0;52.0;12.0;3.0;81.0;71.0;6.0;4.0;22.0;18.0;40.0;9.0;;0.0;0.0;;1.8;41.0;62.0;128.0;Arsèguel
080109;20810.0;4632.0;3871.0;74142.3;379.5;0.0;0.0;2911.0;2851.0;5762.0;916.0;3785.0;850.0;211.0;5762.0;4477.0;649.0;636.0;1411.0;1142.0;2553.0;396.0;960.0;456.0;0.0;1416.0;278.1;2093.0;;2635.0;Artés
250334;18830.0;4525.0;861.0;58822.3;303.4;0.0;0.0;816.0;719.0;1535.0;190.0;1046.0;229.0;70.0;1535.0;1219.0;105.0;211.0;373.0;299.0;672.0;147.0;177.0;0.0;0.0;177.0;54.9;547.0;;630.0;Artesa de Lleida
250349;17043.0;4232.0;3488.0;38820.0;232.9;0.0;3.0;1756.0;1644.0;3400.0;462.0;2193.0;597.0;148.0;3400.0;2478.0;148.0;774.0;874.0;629.0;1503.0;467.0;555.0;52.0;266.0;873.0;133.3;1418.0;572.0;2603.0;Artesa de Segre
430192;24369.0;7878.0;1251.0;23647.5;100.7;0.0;0.0;844.0;800.0;1644.0;196.0;1037.0;323.0;88.0;1644.0;1268.0;197.0;179.0;363.0;286.0;649.0;91.0;150.0;235.0;0.0;385.0;85.1;613.0;;944.0;Ascó
250365;12783.0;3079.0;234.0;23081.2;138.5;0.0;0.0;115.0;105.0;220.0;20.0;127.0;60.0;13.0;220.0;187.0;15.0;18.0;45.0;34.0;79.0;39.0;26.0;0.0;0.0;26.0;3.9;89.0;74.0;181.0;Aspa
250371;14607.0;4191.0;707.0;24756.7;136.2;0.0;1.0;249.0;184.0;433.0;47.0;235.0;116.0;35.0;433.0;371.0;28.0;34.0;110.0;61.0;171.0;56.0;82.0;0.0;0.0;82.0;9.7;195.0;176.0;391.0;Avellanes i Santa Linya, les
080116;19870.0;4725.0;1541.0;30026.6;255.2;0.0;3.0;1113.0;1107.0;2220.0;334.0;1425.0;370.0;91.0;2220.0;1994.0;96.0;130.0;525.0;467.0;992.0;247.0;203.0;52.0;0.0;255.0;74.9;862.0;;1176.0;Avià
080121;19105.0;4376.0;1534.0;62597.8;356.8;0.0;0.0;1137.0;1152.0;2289.0;334.0;1456.0;366.0;133.0;2289.0;1853.0;184.0;252.0;550.0;435.0;985.0;184.0;407.0;68.0;401.0;876.0;99.3;873.0;;1128.0;Avinyó
170123;22442.0;5094.0;742.0;92861.2;418.3;0.0;8.0;818.0;823.0;1641.0;294.0;1161.0;162.0;24.0;1641.0;1292.0;207.0;142.0;413.0;383.0;796.0;195.0;175.0;0.0;0.0;175.0;63.2;483.0;;547.0;Avinyonet de Puigventós
080137;22660.0;5607.0;1313.0;62926.1;402.7;0.0;1.0;899.0;798.0;1697.0;224.0;1135.0;281.0;57.0;1697.0;1293.0;190.0;214.0;433.0;310.0;743.0;152.0;321.0;57.0;0.0;378.0;87.2;648.0;192.0;938.0;Avinyonet del Penedès
080155;21243.0;5267.0;141465.0;46297.2;363.9;142.0;439.0;110018.0;113148.0;223166.0;34096.0;146722.0;36492.0;5856.0;223166.0;138636.0;42720.0;41810.0;46542.0;40433.0;86975.0;12942.0;23270.0;9476.0;10802.0;43548.0;15726.3;81793.0;2199.0;92873.0;Badalona
089045;17695.0;3334.0;5899.0;33399.6;240.6;0.0;0.0;6568.0;6847.0;13415.0;2006.0;8573.0;2510.0;326.0;13415.0;8574.0;3627.0;1214.0;2526.0;2196.0;4722.0;396.0;473.0;127.0;0.0;600.0;1282.4;5277.0;;5679.0;Badia del Vallès
080168;20167.0;4787.0;2375.0;43111.2;253.5;0.0;2.0;1061.0;1079.0;2140.0;229.0;1321.0;469.0;121.0;2140.0;1714.0;311.0;115.0;452.0;403.0;855.0;200.0;155.0;67.0;0.0;222.0;95.8;988.0;552.0;1762.0;Bagà
250390;18010.0;5134.0;666.0;23390.4;163.7;0.0;0.0;180.0;151.0;331.0;38.0;214.0;55.0;24.0;331.0;272.0;26.0;33.0;81.0;66.0;147.0;44.0;14.0;0.0;0.0;14.0;17.7;151.0;181.0;369.0;Baix Pallars
250404;18426.0;4550.0;12365.0;42542.1;451.8;0.0;5.0;8953.0;8519.0;17472.0;2984.0;11437.0;2401.0;650.0;17472.0;11309.0;1812.0;4351.0;3723.0;2708.0;6431.0;1233.0;2626.0;901.0;0.0;3527.0;1283.5;6304.0;371.0;8261.0;Balaguer
080174;19296.0;4204.0;2366.0;64338.5;402.9;0.0;1.0;1921.0;1919.0;3840.0;605.0;2583.0;564.0;88.0;3840.0;2886.0;482.0;472.0;946.0;779.0;1725.0;321.0;519.0;245.0;0.0;764.0;233.4;1392.0;;1692.0;Balenyà
080180;20222.0;4586.0;2586.0;72806.3;364.0;0.0;9.0;1576.0;1616.0;3192.0;391.0;2069.0;578.0;154.0;3192.0;2426.0;514.0;252.0;688.0;579.0;1267.0;216.0;472.0;71.0;264.0;807.0;160.8;1374.0;;1749.0;Balsareny
430206;21736.0;4596.0;2140.0;65073.8;396.9;0.0;3.0;1625.0;1582.0;3207.0;553.0;2114.0;478.0;62.0;3207.0;2191.0;644.0;372.0;751.0;596.0;1347.0;184.0;269.0;221.0;0.0;490.0;232.2;1128.0;298.0;1600.0;Banyeres del Penedès
170157;22262.0;5588.0;15112.0;49398.5;401.7;0.0;19.0;9986.0;10067.0;20053.0;3518.0;13073.0;2724.0;738.0;20053.0;14403.0;1332.0;4318.0;4696.0;3998.0;8694.0;1568.0;3566.0;1780.0;0.0;5346.0;911.3;7003.0;362.0;9596.0;Banyoles
250411;18055.0;4632.0;501.0;34770.5;236.4;0.0;0.0;468.0;410.0;878.0;108.0;557.0;160.0;53.0;878.0;574.0;52.0;252.0;213.0;125.0;338.0;87.0;49.0;63.0;0.0;112.0;42.8;298.0;;380.0;Barbens
430213;18680.0;4653.0;668.0;31268.0;227.0;0.0;0.0;260.0;211.0;471.0;65.0;287.0;98.0;21.0;471.0;341.0;59.0;71.0;118.0;68.0;186.0;46.0;44.0;0.0;0.0;44.0;18.3;221.0;199.0;468.0;Barberà de la Conca
082520;21808.0;4957.0;20829.0;96738.1;517.6;6.0;30.0;16395.0;16939.0;33334.0;5541.0;22043.0;4954.0;796.0;33334.0;22268.0;7564.0;3502.0;7448.0;6672.0;14120.0;1946.0;8253.0;5172.0;3776.0;17201.0;1946.4;12147.0;;13233.0;Barberà del Vallès
080193;29180.0;9289.0;1145160.0;104994.9;697.4;595.0;1892.0;790708.0;873474.0;1664182.0;204272.0;1107924.0;281973.0;70013.0;1664182.0;939881.0;262329.0;461972.0;338386.0;332620.0;671006.0;123199.0;330523.0;197370.0;410035.0;937928.0;86826.5;684078.0;38769.0;811106.0;Barcelona
250426;20391.0;5178.0;182.0;33494.5;134.0;0.0;0.0;116.0;113.0;229.0;16.0;140.0;56.0;17.0;229.0;201.0;13.0;15.0;66.0;36.0;102.0;32.0;24.0;0.0;0.0;24.0;5.2;95.0;58.0;174.0;Baronia de Rialb, la
170160;20393.0;4738.0;883.0;41918.5;398.2;0.0;6.0;521.0;480.0;1001.0;149.0;634.0;170.0;48.0;1001.0;797.0;73.0;131.0;241.0;193.0;434.0;116.0;185.0;84.0;0.0;269.0;47.6;362.0;83.0;509.0;Bàscara
250447;15196.0;3582.0;200.0;18835.0;75.3;0.0;0.0;112.0;105.0;217.0;19.0;137.0;44.0;17.0;217.0;190.0;4.0;23.0;65.0;51.0;116.0;33.0;29.0;0.0;0.0;29.0;4.0;91.0;5.0;107.0;Bassella
430228;11338.0;3015.0;1601.0;31454.7;163.6;0.0;2.0;949.0;952.0;1901.0;265.0;1063.0;434.0;139.0;1901.0;1575.0;124.0;202.0;397.0;340.0;737.0;376.0;224.0;0.0;0.0;224.0;50.4;765.0;158.0;1160.0;Batea
250450;13745.0;4104.0;169.0;57579.9;374.3;0.0;0.0;30.0;30.0;60.0;2.0;31.0;20.0;7.0;60.0;43.0;9.0;8.0;7.0;6.0;13.0;;7.0;0.0;0.0;7.0;3.1;37.0;17.0;63.0;Bausen
080207;31983.0;9698.0;4242.0;107072.8;803.0;2.0;20.0;3650.0;3650.0;7300.0;1353.0;4942.0;863.0;142.0;7300.0;5665.0;898.0;737.0;1721.0;1594.0;3315.0;702.0;617.0;0.0;0.0;617.0;274.8;2263.0;382.0;2906.0;Begues
170139;21993.0;6312.0;8335.0;111845.0;587.2;0.0;58.0;1955.0;1936.0;3891.0;472.0;2580.0;735.0;104.0;3891.0;2572.0;592.0;727.0;914.0;746.0;1660.0;423.0;1053.0;522.0;0.0;1575.0;139.1;1680.0;3327.0;5225.0;Begur
250463;13888.0;3373.0;530.0;36577.4;207.4;0.0;0.0;261.0;259.0;520.0;50.0;302.0;132.0;36.0;520.0;456.0;10.0;54.0;111.0;90.0;201.0;78.0;40.0;0.0;0.0;40.0;16.1;240.0;168.0;451.0;Belianes
250485;21752.0;5996.0;1674.0;47836.9;208.1;0.0;1.0;1159.0;1176.0;2335.0;327.0;1524.0;373.0;111.0;2335.0;1787.0;175.0;373.0;565.0;448.0;1013.0;234.0;270.0;114.0;0.0;384.0;105.9;873.0;;944.0;Bell-lloc d'Urgell
